,period_end_date,revenue,gross_profit,rnd,operating_income,eps_diluted,shares_diluted,total_opex,total_current_assets,total_assets,accounts_payable,st_debt,total_current_liabilities,lt_debt,total_liabilities,total_equity,total_liabilities_and_equity,book_value,tangible_book_value,cfo_net_income,cf_cfo,cf_cfi,cf_cff,fcf,roa,roe,roic,roce,rotce,gross_margin,operating_margin,net_income_margin,fcf_margin,assets_to_equity,equity_to_assets,debt_to_equity,debt_to_assets,book_value_per_share,tangible_book_per_share,revenue_per_share,operating_income_per_share,fcf_per_share,revenue_growth,operating_income_growth,net_income_growth,eps_diluted_growth,shares_diluted_growth,total_assets_growth,total_equity_growth,fcf_growth,market_cap,period_end_price,price_to_fcf,price_to_earnings,price_to_book,price_to_tangible_book,price_to_sales,intangible_assets,goodwill,shares_eop,dividends
ABNB,2021-12,1532196000,1236885000,367843000,76337000,0.08,680896000,1160548000,12386380000,13708474000,118361000,0,6359282000,1982537000,8932761000,4775713000,13708474000,4775713000,4070803000,54501000,380849000,-329436000,-146487000,376391000,-0.0257,-0.0763,-0.0504,0.0754,0.0836,0.8072,0.0498,0.0355,0.2456,2.8704,0.3483,0.4931,0.1717,7.0138,5.9785,2.2502,0.1121,0.5527,0.7831,1.0247,1.014,1.0071,0.1363,0.3066,0.6457,3.5606,105785914610,166.49,48.876,-300.4991,22.1508,25.9864,17.6552,52310000,652600000,635389000,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSK,2003-04,210766000,173815000,47392000,6607000,0.03,226892000,167208000,435843000,872463000,43966000,0,310265000,0,313125000,559338000,872463000,559338000,371471000,7508000,17290000,-7305000,-17989000,13207000,0.0247,0.0385,0.0385,0.0611,0.0876,0.8246,0.0313,0.0356,0.0626,1.5598,0.6411,0,0,2.4652,1.6372,0.9289,0.0291,0.0582,-0.0809,-0.7093,-0.5744,-0.5333,-0.0418,-0.0614,-0.0707,1.4904,1766060000,7.78,30.4309,81.1198,3.1574,4.7542,2.19,187867000,0,227000000,0.015
ADSK,2003-07,211705000,175659000,49664000,13941000,0.14,226920000,161718000,495061000,916113000,47238000,0,332353000,0,335292000,580821000,916113000,580821000,420591000,32602000,30270000,20577000,-12884000,20488000,0.0476,0.0747,0.0747,0.0602,0.0865,0.8297,0.0658,0.1539,0.0967,1.5772,0.634,0,0,2.5595,1.8534,0.9329,0.0614,0.0902,0.0014,-0.0132,1.7722,1.9,-0.0071,-0.002,-0.0143,1.1437,1665072000,7.46,24.1433,39.0742,2.8667,3.9588,2.064,160230000,0,223200000,0.015
ADSK,2003-10,233862000,197253000,53004000,27940000,0.1,228333000,169313000,525175000,934828000,50816000,0,335212000,0,338342000,596486000,934828000,596486000,436322000,22607000,53390000,-32262000,-9811000,48539000,0.0746,0.1174,0.1174,0.0963,0.1321,0.8434,0.1194,0.0966,0.2075,1.5672,0.638,0,0,2.6123,1.9109,1.0242,0.1223,0.2125,0.2393,4.135,6.7815,7.6666,0.012,0.0381,0.0187,102.1229,2179296000,9.66,18.4709,31.525,3.6535,4.9946,2.5583,160164000,0,225600000,0.015
ADSK,2004-01,295310000,258080000,55102000,60931000,0.24,243259000,197149000,597252000,1017160000,52307000,0,384922000,0,395517000,621643000,1017160000,621643000,442171000,57599000,119133000,-40002000,-35786000,106847000,0.1232,0.1975,0.1975,0.1776,0.2452,0.8739,0.2063,0.195,0.3618,1.6362,0.6111,0,0,2.5554,1.8176,1.2139,0.2504,0.4392,0.5104,6.1264,7.9815,8.6,0.0645,0.151,0.0921,1.9886,2871204000,12.85,15.185,23.864,4.6187,6.4934,3.0171,179472000,0,223440000,0.015
ADSK,2004-04,297876000,256004000,57881000,61771000,0.18,238566000,194233000,565243000,990300000,46639000,0,350321000,0,353077000,637223000,990300000,637223000,454792000,42505000,55163000,17550000,-47401000,49299000,0.1547,0.2467,0.2467,0.2587,0.3615,0.8594,0.2073,0.1426,0.1655,1.554,0.6434,0,0,2.671,1.9063,1.2486,0.2589,0.2066,0.4133,8.3493,4.6612,4.1428,0.0514,0.135,0.1392,2.7327,3938600000,16.76,17.4914,25.3592,6.1808,8.6602,3.7916,182431000,0,235000000,0.015
ADSK,2004-07,279578000,239362000,58342000,53061000,0.16,250607000,186301000,642403000,1049406000,44315000,0,385252000,0,388341000,661065000,1049406000,661065000,477342000,39165000,83484000,-26400000,-14871000,73573000,0.1587,0.2493,0.2493,0.3123,0.4343,0.8561,0.1897,0.14,0.2631,1.5874,0.6299,0,0,2.6378,1.9047,1.1156,0.2117,0.2935,0.3206,2.8061,0.2013,0.1034,0.1043,0.1454,0.1381,2.591,4647120000,20.1,16.7007,28.708,7.0297,9.7354,4.1993,183723000,0,231200000,0.015
ADSK,2004-10,300158000,256764000,59942000,56780000,0.3,248045000,199984000,697520000,1082127000,50909000,0,407556000,0,408849000,673278000,1082127000,673278000,506609000,74070000,90779000,71560000,-136484000,77263000,0.2001,0.3197,0.3197,0.3474,0.4705,0.8554,0.1891,0.2467,0.2574,1.6072,0.6221,0,0,2.7143,2.0424,1.21,0.2289,0.3114,0.2834,1.0322,2.2765,2,0.0863,0.1575,0.1287,0.5917,6054210000,26.38,19.7217,28.3783,8.9921,11.9504,5.1616,166669000,0,229500000,0.015
ADSK,2005-01,361288000,317070000,65335000,86788000,0.27,246191000,230282000,781797000,1142204000,46234000,0,468340000,0,494126000,648078000,1142204000,648078000,472131000,65360000,143874000,112890000,-119044000,130765000,0.1988,0.3346,0.3346,0.3832,0.5138,0.8776,0.2402,0.1809,0.3619,1.7624,0.5673,0,0,2.6324,1.9177,1.4675,0.3525,0.5311,0.2234,0.4243,0.1347,0.125,0.012,0.1229,0.0425,0.2238,6684935070,29.37,20.2022,30.2348,10.315,14.159,5.3958,175947000,0,227611000,0.015
ADSK,2005-04,355119000,311612000,65852000,90622000,0.31,249272000,220990000,796710000,1177605000,61191000,0,436900000,0,466814000,710791000,1177605000,710791000,528066000,76078000,63317000,-24784000,-36933000,57783000,0.2195,0.3748,0.3748,0.4061,0.544,0.8774,0.2551,0.2142,0.1627,1.6567,0.6035,0,0,2.8514,2.1184,1.4246,0.3635,0.2318,0.1921,0.467,0.7898,0.7222,0.0448,0.1891,0.1154,0.172,7276338000,31.83,21.4398,28.5712,10.2369,13.7792,5.6138,182725000,0,228600000,0.015
ADSK,2005-07,376800000,332300000,73500000,91400000,0.31,250300000,240900000,806010000,1181892000,62658000,0,435105000,0,469612000,712280000,1181892000,712280000,507344000,78422000,113183000,-56216000,-95767000,108817000,0.2476,0.4106,0.4106,0.4377,0.592,0.8819,0.2425,0.2035,0.2887,1.6593,0.6026,0,0,2.8457,2.0269,1.5053,0.3651,0.4347,0.3477,0.7225,0.9583,0.9375,-0.0012,0.1262,0.0774,0.479,7808996000,34.19,20.8446,26.7241,10.9633,15.3919,5.6044,204936000,0,228400000,0
ADSK,2005-10,381500000,339000000,74300000,95200000,0.38,249500000,243800000,859786000,1290629000,62483000,0,463423000,0,513528000,777101000,1290629000,777101000,566168000,95700000,124900000,-129000000,-83500000,119500000,0.2538,0.4214,0.4214,0.4625,0.6286,0.8885,0.2495,0.2508,0.3132,1.6608,0.6021,0,0,3.1146,2.2692,1.529,0.3815,0.4789,0.2709,0.6766,0.292,0.2666,0.0058,0.1926,0.1542,0.5466,10413696000,45.12,24.9809,33.1817,13.4006,18.3932,7.0615,210933000,0,230800000,0
ADSK,2006-01,419800000,379200000,89000000,98300000,0.34,246000000,280900000,746800000,1355800000,56400000,0,487800000,0,552800000,803000000,1355800000,803000000,435000000,83400000,113800000,-128000000,-89400000,108600000,0.2508,0.42,0.42,0.443,0.6728,0.9032,0.2341,0.1986,0.2586,1.6884,0.5922,0,0,3.2642,1.7682,1.7065,0.3995,0.4414,0.1619,0.1326,0.276,0.2592,-0.0007,0.187,0.239,-0.1695,9339759000,40.59,23.6629,28.1421,11.631,21.4707,6.0916,49800000,318200000,230100000,0
ADSK,2006-04,436000000,386100000,99400000,59300000,0.2,244700000,326800000,786900000,1439600000,59800000,0,520000000,0,593300000,846300000,1439600000,846300000,440100000,48500000,90200000,-103800000,-16600000,78800000,0.2177,0.369,0.369,0.385,0.6792,0.8855,0.136,0.1112,0.1807,1.701,0.5878,0,0,3.4585,1.7985,1.7817,0.2423,0.322,0.2277,-0.3456,-0.3624,-0.3548,-0.0183,0.2224,0.1906,0.3637,9740668000,42.04,23.431,32.01,11.5097,22.1328,6.0347,51900000,354300000,231700000,0
ADSK,2006-07,449600000,393800000,98000000,102100000,0.36,243100000,291700000,835900000,1475500000,47800000,0,496800000,0,580500000,895000000,1475500000,895000000,479700000,86800000,162700000,92200000,-73600000,155700000,0.2157,0.3611,0.3611,0.3739,0.6591,0.8758,0.227,0.193,0.3463,1.6486,0.6065,0,0,3.6816,1.9732,1.8494,0.4199,0.6404,0.1932,0.117,0.1316,0.1612,-0.0287,0.2484,0.2565,0.4308,7886232000,34.11,17.0476,25.0834,8.8114,16.4399,4.6749,48800000,366500000,231200000,0
ADSK,2006-10,456800000,400500000,108900000,68600000,0.24,242000000,331900000,968600000,1600300000,70900000,0,512200000,0,599700000,1000600000,1600300000,1000600000,581800000,58000000,132900000,-66800000,9900000,125900000,0.1799,0.2919,0.2919,0.3176,0.5326,0.8767,0.1501,0.1269,0.2756,1.5993,0.6252,0,0,4.1347,2.4041,1.8876,0.2834,0.5202,0.1973,-0.2794,-0.3939,-0.3684,-0.03,0.2399,0.2876,0.0535,8496600000,36.75,18.1164,30.7069,8.4915,14.6039,4.8215,54800000,364000000,231200000,0
ADSK,2007-01,497400000,442800000,100000000,119700000,0.39,243500000,323100000,1189700000,1797500000,61000000,0,574200000,0,682500000,1115000000,1797500000,1115000000,708400000,96400000,190800000,-39400000,100000,180900000,0.1705,0.2738,0.2738,0.3025,0.4706,0.8902,0.2406,0.1938,0.3636,1.6121,0.6203,0,0,4.579,2.9092,2.0427,0.4915,0.7429,0.1848,0.2177,0.1558,0.147,-0.0101,0.3257,0.3885,0.6657,10108064000,43.72,18.6736,34.8914,9.0655,14.2688,5.4941,51300000,355300000,231200000,0
ADSK,2007-04,508600000,455900000,114700000,101400000,0.34,243800000,354500000,1384500000,1989400000,76800000,0,585000000,0,745200000,1244200000,1989400000,1244200000,840200000,83300000,191600000,-96500000,0,184800000,0.1713,0.275,0.275,0.2982,0.4312,0.8963,0.1993,0.1637,0.3633,1.5989,0.6254,0,0,5.1033,3.4462,2.0861,0.4159,0.7579,0.1665,0.7099,0.7175,0.7,-0.0036,0.3819,0.4701,1.3451,9541624000,41.27,14.7406,29.404,7.6688,11.3563,4.9893,47900000,356100000,231200000,0
ADSK,2007-07,525900000,474000000,114900000,114500000,0.38,243000000,359500000,1264900000,1878100000,77100000,0,597500000,0,765400000,1112700000,1878100000,1112700000,695800000,91600000,136600000,117000000,-241300000,125200000,0.1702,0.2794,0.2794,0.301,0.4336,0.9013,0.2177,0.1741,0.238,1.6878,0.5924,0,0,4.579,2.8633,2.1641,0.4711,0.5152,0.1697,0.1214,0.0552,0.0555,-0.0004,0.2728,0.2432,-0.1958,9745100000,42.37,15.7994,29.5933,8.758,14.0056,4.9002,51200000,365700000,230000000,0
ADSK,2007-10,538400000,486800000,123200000,105600000,0.35,239900000,381200000,1320300000,1991000000,77200000,0,608100000,0,812200000,1178800000,1991000000,1178800000,728000000,84800000,161300000,-48000000,-61500000,150400000,0.184,0.3108,0.3108,0.3312,0.4913,0.9041,0.1961,0.1575,0.2793,1.689,0.592,0,0,4.9137,3.0345,2.2442,0.4401,0.6269,0.1786,0.5393,0.462,0.4583,-0.0086,0.2441,0.178,0.1945,11291010000,48.9,17.6064,31.7074,9.5783,15.5096,5.4538,60000000,390800000,230900000,0
ADSK,2008-01,599100000,548300000,132400000,124100000,0.4,240500000,424200000,1481800000,2212200000,79300000,0,730300000,0,981700000,1230500000,2212200000,1230500000,722700000,96500000,219000000,-58200000,-72900000,204800000,0.1694,0.2956,0.2956,0.311,0.4675,0.9152,0.2071,0.161,0.3418,1.7978,0.5562,0,0,5.1164,3.0049,2.491,0.516,0.8515,0.2044,0.0367,0.001,0.0256,-0.0123,0.2307,0.1035,0.1321,9464500000,41.15,14.228,26.5707,7.6915,13.096,4.3575,64400000,443400000,230000000,0
ADSK,2008-04,598800000,540800000,145600000,119900000,0.41,232600000,420900000,1423400000,2140000000,73700000,40000000,734500000,0,1004600000,1135400000,2140000000,1135400000,627200000,94600000,185300000,-15500000,-181300000,170900000,0.1688,0.3106,0.3054,0.317,0.4856,0.9031,0.2002,0.1579,0.2854,1.8847,0.5305,0.0352,0.0186,4.8813,2.6964,2.5743,0.5154,0.7347,0.1773,0.1824,0.1356,0.2058,-0.0459,0.0757,-0.0874,-0.0752,8510024000,38,13.0662,23.1565,7.4951,13.5682,3.7618,60600000,447600000,223948000,0
ADSK,2008-07,619500000,559800000,154800000,118800000,0.39,231100000,441000000,1402500000,2443500000,78100000,120000000,869000000,0,1183600000,1259900000,2443500000,1259900000,526800000,89800000,215000000,-289200000,94800000,189500000,0.1595,0.3053,0.2862,0.2983,0.4933,0.9036,0.1917,0.1449,0.3058,1.9394,0.5156,0.0952,0.0491,5.4517,2.2795,2.6806,0.514,0.8199,0.1779,0.0375,-0.0196,0.0263,-0.0489,0.301,0.1322,0.5135,7173751170,31.89,10.0248,19.6164,5.6939,13.6175,3.0451,106200000,626900000,224953000,0
ADSK,2008-10,607100000,554200000,137000000,139600000,0.45,230400000,414600000,1310400000,2373700000,76000000,3900000,664300000,0,973600000,1400100000,2373700000,1400100000,660100000,104600000,107200000,-157700000,-77000000,88000000,0.16,0.2897,0.2768,0.2948,0.5193,0.9128,0.2299,0.1721,0.1449,1.6953,0.5898,0.0027,0.0016,6.0768,2.865,2.6349,0.6059,0.3819,0.1276,0.3219,0.2323,0.2857,-0.0395,0.1922,0.1877,-0.4148,4822218590,21.31,7.3824,12.5122,3.4441,7.3052,1.9889,107700000,632300000,226289000,0
ADSK,2009-01,489800000,441300000,138700000,35300000,-0.47,226800000,406000000,1388000000,2420700000,62400000,52100000,800100000,0,1110000000,1310700000,2420700000,1310700000,654900000,-105400000,86400000,-15700000,49100000,67100000,0.0765,0.1353,0.1326,0.2443,0.4156,0.9009,0.072,-0.2151,0.1369,1.8468,0.5414,0.0397,0.0215,5.7791,2.8875,2.1596,0.1556,0.2958,-0.1824,-0.7155,-2.0922,-2.175,-0.0569,0.0942,0.0651,-0.6723,3749184000,16.56,7.2729,20.4315,2.8604,5.7248,1.6193,113300000,542500000,226400000,0
ADSK,2009-04,425800000,373500000,121500000,18100000,-0.14,227100000,355400000,1302200000,2269500000,65000000,2100000,681800000,0,941000000,1328500000,2269500000,1328500000,702800000,-32100000,27200000,-38500000,-24600000,13600000,0.0242,0.043,0.0421,0.1911,0.3147,0.8771,0.0425,-0.0753,0.0319,1.7083,0.5853,0.0015,0.0009,5.8498,3.0946,1.8749,0.0797,0.0598,-0.2889,-0.849,-1.3393,-1.3414,-0.0236,0.0605,0.17,-0.9204,4554475460,19.94,12.7148,80.1844,3.4282,6.4804,2.126,105000000,520700000,228409000,0
ADSK,2009-07,414900000,364800000,109800000,29100000,0.05,232300000,335700000,1267300000,2311100000,56700000,0,661700000,0,926000000,1385100000,2311100000,1385100000,762900000,10400000,47300000,-278300000,16600000,36600000,-0.0098,-0.0165,-0.0165,0.1371,0.223,0.8792,0.0701,0.0253,0.0882,1.6685,0.5993,0,0,5.9625,3.2841,1.786,0.1252,0.1575,-0.3302,-0.755,-0.883,-0.8717,0.0051,-0.0541,0.0993,-0.8068,5010476730,21.81,24.4056,-222.6878,3.6174,6.5676,2.5859,96700000,525500000,229733000,0
ADSK,2009-10,416900000,371900000,109300000,31200000,0.13,232900000,340700000,1287100000,2315400000,60000000,0,627300000,0,883700000,1431700000,2315400000,1431700000,812300000,29600000,46700000,-2300000,-16000000,40800000,-0.0421,-0.0692,-0.0692,0.0681,0.1084,0.892,0.0748,0.0707,0.0978,1.6172,0.6183,0,0,6.1472,3.4877,1.79,0.1339,0.1751,-0.3132,-0.7765,-0.7177,-0.7111,0.0108,-0.0245,0.0225,-0.5363,5726919600,24.93,36.2234,-58.7376,4,7.0502,3.2773,88900000,530500000,229720000,0
ADSK,2010-01,456100000,411700000,116800000,56500000,0.22,235100000,355200000,1379600000,2447200000,67800000,0,704000000,0,973700000,1473500000,2447200000,1473500000,842600000,50100000,125600000,36100000,-21300000,116800000,0.0243,0.0399,0.0399,0.0786,0.1237,0.9026,0.1238,0.1098,0.256,1.6608,0.6021,0,0,6.2675,3.584,1.94,0.2403,0.4968,-0.0688,0.6005,1.4753,1.468,0.0365,0.0109,0.1242,0.7406,5445531000,23.79,26.2056,93.8884,3.6956,6.4627,3.1776,88000000,542900000,228900000,0
ADSK,2010-04,474600000,423300000,127200000,57900000,0.16,234600000,365400000,1394000000,2501700000,90400000,0,711000000,0,987600000,1514100000,2501700000,1514100000,893700000,36900000,139100000,-16500000,-22600000,133300000,0.0513,0.085,0.085,0.0988,0.153,0.8919,0.1219,0.0777,0.2808,1.6522,0.6052,0,0,6.4539,3.8094,2.023,0.2468,0.5682,0.1146,2.1988,2.1495,2.1428,0.033,0.1023,0.1397,8.8014,7799447370,33.99,23.8151,61.4129,5.1512,8.7271,4.4252,80100000,540300000,229463000,0
ADSK,2010-07,472800000,424400000,119300000,81700000,0.25,233800000,342700000,1417400000,2525000000,79000000,0,723100000,0,999200000,1525800000,2525000000,1525800000,906500000,59900000,111500000,-133700000,-66500000,106200000,0.0701,0.116,0.116,0.1265,0.1932,0.8976,0.1728,0.1266,0.2246,1.6548,0.6042,0,0,6.526,3.8772,2.0222,0.3494,0.4542,0.1395,1.8075,4.7047,4,0.0064,0.0925,0.1015,1.9016,6713939820,29.54,16.9074,38.0608,4.4002,7.4064,3.6881,73600000,545700000,227283000,0
ADSK,2010-10,476700000,428200000,122800000,69200000,0.23,232400000,359000000,1470800000,2581100000,86100000,0,734700000,0,1025000000,1556100000,2581100000,1556100000,941100000,53600000,114300000,-19000000,-38600000,107300000,0.0785,0.1301,0.1301,0.1454,0.2198,0.8982,0.1451,0.1124,0.225,1.6586,0.6028,0,0,6.6957,4.0494,2.0512,0.2977,0.4617,0.1434,1.2179,0.8169,0.7692,-0.0021,0.1147,0.0868,1.6299,8231699000,36.2,17.756,41.0558,5.2899,8.7468,4.378,65300000,549700000,227395000,0
ADSK,2011-01,527700000,479300000,126900000,73400000,0.26,236600000,405900000,1714300000,2787600000,76800000,0,869800000,0,1178300000,1609300000,2787600000,1609300000,998000000,61600000,175900000,26900000,-31700000,165700000,0.0789,0.1339,0.1339,0.1499,0.2223,0.9082,0.139,0.1167,0.314,1.7321,0.5773,0,0,6.8017,4.218,2.2303,0.3102,0.7003,0.1569,0.2991,0.2295,0.1818,0.0063,0.139,0.0921,0.4186,9234360000,40.68,18.0182,43.5583,5.7381,9.2528,4.7312,57200000,554100000,227000000,0
ADSK,2011-04,528300000,473700000,136600000,78600000,0.29,237100000,395100000,1732400000,2902200000,101700000,0,819500000,0,1151000000,1751200000,2902200000,1751200000,1082700000,69300000,128400000,-152700000,42700000,105200000,0.0859,0.1454,0.1454,0.1514,0.2226,0.8966,0.1487,0.1311,0.1991,1.6572,0.6034,0,0,7.3859,4.5664,2.2281,0.3315,0.4436,0.1131,0.3575,0.878,0.8125,0.0106,0.16,0.1565,-0.2108,10336538940,44.98,21.3388,42.2935,5.9025,9.547,5.154,62800000,605700000,229803000,0
ADSK,2011-07,546300000,488900000,139200000,93700000,0.3,236600000,395200000,1778800000,2973700000,89800000,0,827100000,0,1184600000,1789100000,2973700000,1789100000,1112300000,71200000,132200000,-22100000,-69000000,115600000,0.087,0.1444,0.1444,0.1489,0.2183,0.8949,0.1715,0.1303,0.2116,1.6621,0.6016,0,0,7.5617,4.7011,2.3089,0.396,0.4885,0.1554,0.1468,0.1886,0.2,0.0119,0.1777,0.1725,0.0885,7871580000,34.4,15.9408,30.7844,4.3997,7.0768,3.7862,69400000,607400000,228825000,0
ADSK,2011-10,548600000,489000000,141200000,90200000,0.32,230700000,398800000,1698600000,3005000000,81900000,0,813600000,0,1177500000,1827500000,3005000000,1827500000,1083200000,72800000,137700000,-118300000,-48100000,128800000,0.0919,0.152,0.152,0.1548,0.2303,0.8913,0.1644,0.1327,0.2347,1.6443,0.6081,0,0,7.9215,4.6952,2.3779,0.3909,0.5583,0.1508,0.3034,0.3582,0.3913,-0.0073,0.1642,0.1744,0.2003,7840429200,34.6,15.2152,28.521,4.2902,7.2382,3.6451,90400000,653900000,226602000,0
ADSK,2012-01,592400000,534900000,149500000,91800000,0.31,232100000,443100000,1895900000,3227800000,89300000,0,954100000,0,1344900000,1882900000,3227800000,1882900000,998100000,72000000,175200000,-77200000,-45400000,160900000,0.0915,0.1537,0.1537,0.1586,0.2498,0.9029,0.1549,0.1215,0.2716,1.7142,0.5833,0,0,8.1124,4.3003,2.5523,0.3955,0.6932,0.1226,0.2506,0.1688,0.1923,-0.019,0.1579,0.17,-0.0289,8132400000,36,15.9302,28.5047,4.319,8.1478,3.6705,202400000,682400000,225900000,0
ADSK,2012-04,588600000,529800000,152700000,94000000,0.34,234100000,435800000,1912100000,3317000000,88900000,0,875500000,0,1271700000,2045300000,3317000000,2045300000,1287600000,78900000,139300000,-287000000,63700000,127800000,0.0901,0.1501,0.1501,0.1568,0.2406,0.9001,0.1597,0.134,0.2171,1.6217,0.6166,0,0,8.7368,5.5002,2.5143,0.4015,0.5459,0.1141,0.1959,0.1385,0.1724,-0.0126,0.1429,0.1679,0.2148,9097068420,39.37,17.0644,30.8479,4.4477,7.0651,3.9971,74800000,682900000,231066000,0
ADSK,2012-07,568700000,508900000,144900000,92900000,0.28,232100000,416000000,1902700000,3375900000,82900000,0,901400000,0,1324600000,2051300000,3375900000,2051300000,1240700000,64600000,107100000,-164300000,-87100000,90400000,0.0861,0.1407,0.1407,0.15,0.2203,0.8948,0.1633,0.1135,0.1589,1.6457,0.6076,0,0,8.838,5.3455,2.4502,0.4002,0.3894,0.041,-0.0085,-0.0926,-0.0666,-0.019,0.1352,0.1465,-0.2179,7696448000,33.92,15.1534,26.6959,3.7519,6.2033,3.3487,71400000,739200000,226900000,0
ADSK,2012-10,548000000,490100000,153000000,71100000,0.13,229900000,419000000,1724600000,3429200000,75900000,110000000,985300000,0,1411300000,2017900000,3429200000,2017900000,1117400000,29400000,157100000,-279200000,19900000,140600000,0.0719,0.1203,0.1171,0.1391,0.2108,0.8943,0.1297,0.0536,0.2565,1.6993,0.5884,0.0545,0.032,8.7772,4.8603,2.3836,0.3092,0.6115,-0.001,-0.2117,-0.5961,-0.5937,-0.0034,0.1411,0.1041,0.0916,7156695000,31.85,13.7708,29.2229,3.5466,6.4047,3.1147,75900000,824600000,224700000,0
ADSK,2013-01,606900000,544900000,149400000,91800000,0.32,232600000,453100000,2552400000,4308400000,94200000,0,1043700000,745600000,2265200000,2043200000,4308400000,2043200000,1027500000,74500000,155600000,83300000,544900000,143900000,0.0639,0.1218,0.1006,0.1202,0.1792,0.8978,0.1512,0.1227,0.2371,2.1086,0.4742,0.3649,0.173,8.7841,4.4174,2.6092,0.3946,0.6186,0.0244,0,0.0347,0.0322,0.0021,0.3347,0.0851,-0.1056,8693568000,38.88,17.2937,35.1397,4.2548,8.4608,3.7598,144200000,871500000,223600000,0
ADSK,2013-04,570400000,502900000,150800000,81800000,0.24,229300000,421100000,2511100000,4289700000,86100000,0,979800000,745800000,2205200000,2084500000,4289700000,2084500000,1060100000,55600000,224100000,-131700000,-50200000,198300000,0.0521,0.1085,0.0797,0.1026,0.1489,0.8816,0.1434,0.0974,0.3476,2.0579,0.4859,0.3577,0.1738,9.0907,4.6232,2.4875,0.3567,0.8648,-0.0309,-0.1297,-0.2953,-0.2941,-0.0205,0.2932,0.0191,0.5516,8833839740,39.38,15.4114,39.4191,4.2378,8.333,3.8508,128700000,895700000,224323000,0
